text,original_text,label
Why haven't you agreed to my friend's request?,@user oooo ok   why  havent you accepted my friends request,1
Just returned home after slaying a possum.,just got home after killing a possum,1
Formal - 8th grade year 2009 http?,http - 8th grade formal 2009,1
"Happiness is akin to peeing on your pants, with no one noticing it but only you feeling the warmth.",Happiness is like peeing your pants...nobody can see it but only you can feel it's warm sensation,1
Thank you TIFF! http @user.,http  via @user thank you tiff,1
The user is @user?,@user,1
"Your blog has just been completed, but I haven't provided any information about our wedding. Can you please provide more information at a later time?","RE: So, finally finished catching up with your blog - no mention of any wedding details...  Do tell, at some point.  http",1
"I adhere to the rule of ""her's before mine,"" which is one of the few rules I don't violate under any circumstances.","@user &quot;Her's before mine&quot; hon. It's one of few rules I do NOT break, under ANY circumstances.",1
"My identity is linked to the color and light show that caused a seizure in The Soloist, but I'm not sure why I have one.",@user I've got one too  though i think mine was attributed to the seizure inducing color/light show in the movie The Soloist.,1
"Good luck, everyone.",goodnight everyone.,1
"The workers who are extending R block cannot begin work early, and I have been awakened by their hooters at 7:45am.",those workmen extending R block can't start this early surely.. its 7:45am and already they're making a racket and woken me up!,1
Please bring back a keychain as I'm sorry you missed me!,@user      You'll be missed!!  Bring me back  a keychain!,1
Making it to the airport.,Heading to the airport,1
The user is @user?,@user,1
"Tonight, SNL host JT is being monitored by @user.",@user - JT on SNL tonight.,1
"Yours truly is the origin of this, and if you want to become wealthy, it's worth learning what most people don't have time for.","THIS IS ORIGINAL FROM YOURS TRULY...  &quot;If you want to become wealthy, learn the things most ppl say they don't have time for&quot; -ME",1
"Someone else's pool is in their pocket, as claimed by @user.",@user mine pools... just in someone elses pocket,1
I'm surprised that he didn't ask.,@user I know!!!! He didn't ask me,1
TweetDeck's access restrictions make me feel uneasy.,I hate TweetDeck when it reaches access limits,1
"You may need to take a break, but I guarantee that you won't remember anything.",@user you might want to get some rest...i promise you wont retain the knowledge sleepy,1
Desires to return home.,wants to go home.,1
"I'm not sure if @user is correct, but I want to ask my mum beforehand. We'll be back soon.",@user not as yet... i would just like to know if its okay for your mum before ask my mumm  hopefuly there gonna tell us soon!!!,1
To boldly go beyond what has already happened...&quot;,&quot;To boldly go where no one has gone before...&quot;,1
YOU are among the @users.,@user that includes YOU.,1
Don't forget to use moonlightflight on Twitter.,@ moonlightflight - try dloading twitterfox,1
The skype is accessible to the user named Skypeee.,@user skypeeeeee,1
"Mikeyway has accumulated 6 votes since 2006, but they need more.","@user @user Ah  sameway Yet,@mikeyway has 2006 votes ((.We need more vote :'D",1
Can I post the content if it's already uploaded by @user?,@user then ill post it,1
I just watched the movie &quot;Marley and Me&apos;.,Just finished watching &quot;Marley and Me&quot;,1
Cutting in front of someone in the Star Trek line could be detrimental to their well-being.,@user or you could really do someone damage by cutting in front of them in the star trek line.,1
Be careful not to let @user get trampled on again.,@user dont get trampled on again,1
"Nina was on my lap, but she opted to jump off.","Nina was on my lap, but just decided to jump off",1
"Robina, located on the Gold Coast, is currently dealing with swine flu.","the swine flu is in robina, gold coast",1
Visiting the southern part of the country.,going to southland,1
I reckon it's bed time. Regal knight.,I do believe it's bed time. Knighty knight.,1
"The person in question wishes to cuddle or play, but lacks a nearby companion due to their distance.",Def wants to cuddle it out maybe play but has no one to do it with the bc is far away,1
"My Twitter account displays a list of commands, but I can't recall what I texted it to.",I don't remember what i text to twitter to get a list of commands  halp,1
I am always looking for the username @user.,@user i always am,1
"Goodnight, @user.",@user i plan on it! Goodnight,1
"That's something I miss as well, @user.",@user i miss that too,1
"Until tonight, I won't be able to watch anything else.",I cant watch anythgin till tonight,1
"I'm re-reading it again, user Nope. Sorry, didn't mean to be offensive.","@user Nope, re-reading it all over again.     No offense meant",1
Adam is being favored by fans from outside the US to vote for him!,@user Fans from outside the US wish they could vote for Adam too!,1
Today marks my graduation.,..i graduate today,1
"I wonder if your dislike for Becky is the reason why you have it, even though your bio says that she's nice.",@user whats with u hating on becky soo much? ur bio says ur nice....guess not,1
It appears that I must dress and look good if I am going to do so.,@user  guess I have to get dressed and be pretty then,1
Night at the crib of a baby.,Spending the Night at lightner's crib.,1
"The place is very much missed by me, I miss having met anna there! I will be in SLO during the summer. Can you relate to what happened?",@user haven't worked there for a long time but kinda miss it! I miss anna  seen her? i'll prob be in SLO most of the summer! you?,1
"Now that week-end is over, it's time to get back to work.",Week-end is over and now it's time to get back to work,1
"The summer season is almost over, and for some, it's just about the beginning.","Summer is about to end.  For some, it's just about to start. Hahah.",1
"Hi there, my name is user id @user",@user i'm here,1
Does anyone else feel like #win7 is equivalent to Vista SP2?,Anybody else think that #win7 is pretty much Vista SP2?,1
Are you feeling uninterested?,madd bored,1
"After trying out Twitter, I'm curious to know why it's so widely favored and whether or not I should become addicted.","finally gave twitter a try, will find out why is it sooo popular ... hope i wont be too hooked",1
"Within a year, we're approaching the deadline.",@user @user @user DECEMBER... thats like a year away...,1
"Sleeping on this bus is too challenging, and I still have to go for around 5 hours a day.",Ugh cant sleep on  this bus.  still have like 5 hours,1
"How can I dress with a $20 outfit that includes $10 shoes, $5 pants, $2 accessories, and $3 leftover for dinner?","@user [answer 10] how i dress? its easy, my outfit is $20...yes my outfit  $10 shoes, $5 pants, $2 accessories &amp; $3 left 2 eat",1
"This summer, we had a fantastic photoshoot that included Chris Ryan from Rolling Stone and Keegan Smith &amp; the Fam opening for DAVE MATTHEW's BAND!","great photoshoot today with Chris Ryan of Rolling Stone, Keegan Smith &amp; the Fam may be opening for DAVE MATTHEW's BAND THIS SUMMER!  EEK!",1
"While making those crispy waffles, I purchased a few.","@user yeah, i bought some when I was making those crispy waffles",1
Watching the spartas and eating chicken kebabs with muffi and chups.,eating chicken kebabs with muffi and chups  watching &quot; meet the spartas&quot;,1
"I will be attending a wake in Novaliches tonight to pay tribute to Marlito Sy, my dear friend.",Going to a wake of a dear friend Marlito Sy tonight in Novaliches,1
@twitter:.,@user tweettttt.,1
At what time does the sun go down?,when the sun goes down!!!   ? http,1
My birthday is on Tuesday and I'll be 24 soon. Many thanks to G!,@user Thanks G! My actual birthday is on Tuesday and I will be 24.,1
leyendo belongs to the @user.,@user leyendo,1
"The new Transformers movie is set to release in the Philippines, and I'm not overly upset about it.",Dang Im going to be in the Philippines when the new Transformers movie comes out... but honestly Im not too upset.,1
"I'm seeing a strange link on my series that is being recorded automatically, so how are you doing?","@user I have wacky on series link so it records for me automatically  I'm good, How you doing?",1
I'm pondering whether to go to prom while listening to my 80's music. Stephen Bishop: Who will you be seeing?,contemplating whether or not I will go to prom as I listen to my 80's playlist. &quot;Somethings tellin me it might be you!&quot; Stephen bishop,1
